campaign_id,campaign_name,channel,impressions,clicks,conversions,spend,revenue,campaign_date
359,Valentine Offer,YouTube,28283,2196,228,15280.96,58691.72,05-05-2025
360,New Launch,YouTube,47714,4034,264,41008.23,110441.46,13-04-2025
361,Winter Sale,Email,82624,4599,164,47697.23,140905.46,30-05-2025
362,Flash Sale,Google Ads,95811,3049,300,33975.9,58740.28,10-05-2025
363,Mega Sale,Email,91332,4351,563,39664.76,58746.19,26-10-2025
364,Special Discount,YouTube,57534,5527,683,46251.29,208343.94,19-01-2025
365,Winter Sale,LinkedIn,52124,5440,771,32270.84,49146.27,07-12-2025
366,Special Discount,Instagram,51531,2392,93,28597.79,104413.92,09-08-2025
367,Retargeting,YouTube,18886,398,17,13678.18,42957.28,25-10-2025
368,Mega Sale,LinkedIn,95133,11326,791,22843.15,61363.78,14-09-2025
369,New Launch,Facebook,24758,1907,63,24655.78,57266.56,14-03-2025
370,Valentine Offer,Instagram,50656,3568,282,23311.3,46298.48,01-09-2025
371,New Launch,Facebook,17795,1252,152,16626.56,38922.84,25-06-2025
372,Winter Sale,YouTube,89930,3589,453,40202.46,190306.6,31-03-2025
373,Winter Sale,Email,77339,2857,254,28432.6,137675.14,19-11-2025
374,Winter Sale,Email,29176,1346,150,20383.54,81576.47,31-10-2025
375,New Launch,YouTube,61302,4411,136,35532.05,70423.85,22-02-2025
376,Flash Sale,LinkedIn,75371,3038,278,16973.26,49879.18,08-09-2025
377,Mega Sale,Facebook,74168,6718,521,30251.57,106575.43,28-06-2025
378,Flash Sale,YouTube,51135,4772,319,40873.17,158700.54,30-10-2025
379,New Launch,Google Ads,16108,1698,84,16346.1,34434.31,11-07-2025
380,Mega Sale,Email,95890,4233,387,20034.7,69448.65,05-08-2025
381,Festival Offer,YouTube,29347,2579,352,34978.21,127740.02,27-03-2025
382,Mega Sale,Facebook,69178,3749,183,10167.83,44733.81,03-07-2025
383,Retargeting,YouTube,6256,621,35,10561.3,28082.37,01-12-2025
384,Valentine Offer,Google Ads,69876,4748,645,21365.89,93830.2,12-02-2025
385,Flash Sale,Google Ads,79107,1834,258,38291.77,88451.75,03-10-2025
386,Valentine Offer,YouTube,42836,2233,300,28716.87,118763.81,19-09-2025
387,Brand Awareness,YouTube,19838,1568,76,14126.56,46106.32,22-01-2025
388,Winter Sale,Instagram,99238,9215,723,49499.01,78662.96,17-01-2025
389,New Launch,Google Ads,63947,3430,280,43247.78,66192.26,18-04-2025
390,Festival Offer,YouTube,82060,7385,1102,35826.94,129139.22,13-03-2025
391,Mega Sale,YouTube,32082,1488,59,28933.64,93243.49,28-03-2025
392,Retargeting,LinkedIn,47421,3345,248,29064.04,140062.8,18-02-2025
393,Festival Offer,LinkedIn,22771,2140,94,49631.83,223084.2,09-03-2025
394,Special Discount,Email,37725,1353,122,41595.61,170275.77,14-03-2025
395,New Launch,LinkedIn,80684,6793,478,31762.83,83398.23,17-02-2025
396,Valentine Offer,Email,57802,5379,445,35040.48,158866.74,17-06-2025
397,Brand Awareness,Facebook,81278,1645,236,5563.94,27230.87,01-10-2025
398,Brand Awareness,Instagram,57129,2926,306,41417.53,127562.55,22-06-2025
399,Brand Awareness,LinkedIn,76737,6268,321,28740.96,87495.65,25-01-2025
400,New Launch,Google Ads,11021,423,52,39410.6,116119.81,14-08-2025
401,Festival Offer,LinkedIn,64836,1301,148,10913.59,41653.34,04-06-2025
402,Brand Awareness,LinkedIn,25837,1638,72,33074.81,71159.77,29-11-2025
403,Winter Sale,Email,26695,745,72,31654.61,125312.87,02-12-2025
404,Festival Offer,YouTube,16953,1780,77,1053.23,3172.19,26-04-2025
405,New Launch,Email,73084,7031,665,1455.06,5592.19,22-12-2025
406,New Launch,Facebook,22324,2402,108,12218.4,18809.71,10-06-2025
407,Festival Offer,LinkedIn,53177,3514,175,19753.33,84757.55,13-12-2025
408,Festival Offer,Email,23724,754,89,28601.27,100653.96,29-06-2025
409,Mega Sale,LinkedIn,99690,5483,807,37665.17,176860.48,15-08-2025
410,Mega Sale,LinkedIn,33474,1024,144,5922.79,24042.34,16-07-2025
411,New Launch,Google Ads,51076,4538,458,39762.76,85155.46,11-10-2025
412,Flash Sale,Google Ads,83774,6343,897,2314.4,10227.02,23-09-2025
413,Summer Sale,Google Ads,84551,10039,687,37644.34,87450.05,11-09-2025
414,Retargeting,Facebook,55578,2034,122,25479.54,88081.07,04-07-2025
415,Brand Awareness,YouTube,46480,2010,159,43179.89,145077.76,16-12-2025
416,Flash Sale,Google Ads,27645,2481,111,1817.78,2647.82,21-01-2025
417,Special Discount,Email,12925,1073,105,31799.96,98706.63,26-12-2025
418,Flash Sale,Facebook,57727,1829,217,27291.68,96639.26,08-06-2025
419,Brand Awareness,Email,15357,1354,92,48741.36,87268.14,28-10-2025
420,Winter Sale,Facebook,88138,2845,243,35235.12,140018.79,06-05-2025
421,Flash Sale,LinkedIn,16300,1215,65,23215.22,81568.14,03-12-2025
422,Festival Offer,Email,28022,1049,32,35687.13,137955.69,27-06-2025
423,Flash Sale,LinkedIn,73551,5708,436,9181.18,15445.83,02-03-2025
424,Flash Sale,LinkedIn,8847,519,66,22036.9,70311.95,23-10-2025
425,Valentine Offer,YouTube,87251,3007,344,23304.69,59857.42,27-03-2025
426,New Launch,Google Ads,53193,2351,200,38893.12,178839.12,18-09-2025
427,Special Discount,Google Ads,5336,151,4,12983.02,38854.35,02-04-2025
428,Brand Awareness,Google Ads,9635,758,113,37292.63,104180.82,02-08-2025
429,New Launch,YouTube,99409,7229,493,41473.85,139843.05,11-12-2025
430,Special Discount,Facebook,11903,605,46,40412.56,199208.57,27-08-2025
431,Brand Awareness,Google Ads,42002,3385,268,5232.89,15361.86,30-05-2025
432,Brand Awareness,YouTube,78899,8003,551,37239.22,79014.89,10-09-2025
433,Summer Sale,Email,30614,3612,387,38263.63,81558.24,13-01-2025
434,Summer Sale,Instagram,35539,2928,264,32161.15,123342.87,01-01-2025
435,Winter Sale,YouTube,91154,7987,1108,37166.05,88029.29,02-05-2025
436,Flash Sale,Facebook,60026,5230,217,48655.4,84709.99,23-01-2025
437,Valentine Offer,LinkedIn,35339,4169,391,21239.78,97770.87,13-02-2025
438,New Launch,YouTube,81122,2404,330,7542.18,32550.99,18-10-2025
439,Brand Awareness,Email,13163,1153,67,12601.82,27620.24,25-12-2025
440,Winter Sale,Google Ads,47762,3560,337,14325.84,21256.86,27-10-2025
441,Special Discount,Facebook,19283,703,34,9054.37,26900.62,02-10-2025
442,New Launch,Facebook,51961,2739,313,16107.08,35548.81,22-03-2025
443,Brand Awareness,Google Ads,94922,6882,927,35147.02,47562.82,16-02-2025
444,Flash Sale,Instagram,98212,6030,544,20415.98,28296.8,31-03-2025
445,New Launch,Email,9073,595,74,28241.73,92928.27,22-02-2025
446,Winter Sale,Google Ads,23322,963,29,4021.79,16761.4,12-04-2025
447,Mega Sale,YouTube,57505,4199,476,31884.58,116372.44,13-05-2025
448,Festival Offer,Facebook,14828,340,14,10689.77,39068.44,19-06-2025
449,Special Discount,LinkedIn,21059,595,76,3481.25,16402.61,22-07-2025
450,Winter Sale,Google Ads,70028,1641,146,34477.43,64013.12,21-05-2025
451,Winter Sale,LinkedIn,41681,4486,286,2697.82,9585.01,01-06-2025
452,Special Discount,Google Ads,70390,4782,706,24472.52,37524.74,03-08-2025
453,Retargeting,Facebook,31143,3254,366,13208.24,65744.43,15-07-2025
454,Mega Sale,YouTube,98502,7853,726,27681.37,84200.69,14-06-2025
455,Summer Sale,Instagram,55905,3333,191,2277.09,7899.32,30-01-2025
456,Festival Offer,Facebook,66824,5673,536,38575.27,192818.56,07-05-2025
457,Summer Sale,Google Ads,91096,5772,445,27150.79,114215.27,22-10-2025
458,Festival Offer,Google Ads,55911,4024,598,42121.89,185835.02,31-10-2025
459,Mega Sale,YouTube,46681,3872,418,2382.12,9200.06,14-03-2025
460,Valentine Offer,YouTube,78807,9345,665,41998.15,179732.11,08-06-2025
461,Winter Sale,Facebook,28010,2568,96,5422.61,11300.55,27-09-2025
462,Festival Offer,Instagram,67650,1358,124,45976.91,90370.59,01-04-2025
463,Festival Offer,Facebook,47413,1435,48,8237.89,31945.27,27-09-2025
464,Mega Sale,Facebook,52826,1650,144,35522.36,132005.72,22-06-2025
465,Special Discount,LinkedIn,44552,3533,174,48817.17,194435.75,07-09-2025
466,Mega Sale,Instagram,90089,6999,387,35651.96,118917.6,25-04-2025
467,Festival Offer,Google Ads,92232,4716,528,16034.34,61191.76,01-01-2025
468,Mega Sale,Facebook,97013,11325,1140,42687.09,176261.63,04-04-2025
469,Valentine Offer,Google Ads,83956,6892,832,11823.87,39599.22,19-06-2025
470,New Launch,LinkedIn,15198,790,67,49136.6,90311.7,10-12-2025
471,New Launch,Instagram,88768,7275,675,1558.39,3111.79,12-05-2025
472,Special Discount,Google Ads,19160,1858,55,3359.23,9624.99,31-07-2025
473,Valentine Offer,YouTube,69629,4494,493,27755.17,44003.84,30-11-2025
474,Summer Sale,Instagram,95067,5596,333,23113.08,97928.72,11-01-2025
475,Special Discount,Google Ads,46774,3074,145,4635.82,8559.58,08-02-2025
476,Valentine Offer,LinkedIn,76702,8891,456,17559.58,86815.43,16-01-2025
477,Summer Sale,Facebook,61534,6584,365,30758.56,87660.71,19-06-2025
478,Retargeting,Instagram,31941,1416,146,35162.64,138672.48,05-12-2025
479,Retargeting,Email,41899,3273,219,5699.88,15349.94,20-03-2025
480,Mega Sale,Email,12144,980,29,21952.69,50914.61,13-04-2025
481,New Launch,Email,17712,406,25,9370.78,21636.04,01-03-2025
482,New Launch,LinkedIn,45416,4164,365,24965.74,92671.63,06-10-2025
483,Valentine Offer,Facebook,55793,2629,267,44389.14,115577.17,15-05-2025
484,Summer Sale,Google Ads,62637,5061,420,12085.87,26837.1,23-12-2025
485,Special Discount,YouTube,92486,3433,145,33738.92,144101.78,27-04-2025
486,Retargeting,LinkedIn,77561,2050,276,19968.2,63614.94,01-09-2025
487,Summer Sale,YouTube,80066,8823,746,24336.85,36505.99,20-10-2025
488,New Launch,Email,72740,8011,825,34199.21,121647.88,30-03-2025
489,Special Discount,Google Ads,26910,1405,91,7183.11,20176.1,18-11-2025
490,New Launch,Facebook,24382,2924,219,16667.72,66054.03,18-07-2025
491,Valentine Offer,Facebook,77923,4813,709,16980.21,38198.05,25-12-2025
492,Mega Sale,YouTube,86665,10294,1167,6513.42,11519.9,26-10-2025
493,Brand Awareness,Email,18133,578,29,39501.54,177614.96,16-05-2025
494,Festival Offer,Instagram,55206,6468,691,29029.14,87017.09,26-07-2025
495,Winter Sale,Facebook,23855,2122,82,20393.84,92588.83,01-09-2025
496,Flash Sale,Instagram,40203,4478,515,1991.41,8575.14,24-05-2025
497,Festival Offer,Instagram,69437,7091,913,5812.65,26167.5,15-08-2025
498,Winter Sale,Email,47056,3148,467,21421.86,78256.37,19-04-2025
499,Retargeting,Google Ads,58368,5135,682,43492.26,187880.74,03-02-2025
500,Mega Sale,Facebook,45779,5066,564,7646.84,33913.14,30-03-2025
501,Brand Awareness,LinkedIn,30265,1427,56,13225.02,38808.89,12-04-2025
502,New Launch,LinkedIn,40910,2326,306,25751.19,93079.15,16-01-2025
503,Valentine Offer,YouTube,36711,2259,317,30108.14,56447.28,10-10-2025
504,New Launch,Instagram,50843,3836,198,42045.03,91780.42,15-01-2025
505,Winter Sale,Google Ads,55667,1519,86,42837.25,178346.66,28-11-2025
506,Summer Sale,LinkedIn,34505,3465,208,14185.1,39095.94,05-01-2025
507,Flash Sale,YouTube,67140,2425,160,30455.96,37526.68,06-06-2025
508,Valentine Offer,Instagram,98420,6479,627,44878.67,199083.01,22-04-2025
509,Mega Sale,Facebook,66171,3798,459,26511.26,94637.33,04-01-2025
510,Flash Sale,Instagram,72045,6866,588,28511.4,98544.97,17-12-2025
511,Brand Awareness,Instagram,19169,1369,57,17477.9,39336.4,14-05-2025
512,Summer Sale,YouTube,90998,6714,393,8346.54,34294.29,26-07-2025
513,Valentine Offer,Instagram,91577,7067,909,7856.55,10187.82,13-05-2025
514,Mega Sale,Google Ads,59862,4511,532,37099.87,126714.24,25-06-2025
515,Brand Awareness,YouTube,98502,5613,715,32277.37,97083.67,03-06-2025
516,Festival Offer,LinkedIn,27280,3238,382,9875.66,15513.59,13-05-2025
517,Brand Awareness,LinkedIn,78273,7814,1168,9970.35,37716.91,15-02-2025
518,Brand Awareness,Instagram,34131,2137,178,37466.29,88679.86,14-05-2025
519,Mega Sale,YouTube,81751,4043,358,42709.48,127617.59,14-11-2025
520,Special Discount,YouTube,14334,1253,86,25523.39,114765.71,02-06-2025
521,Special Discount,YouTube,59146,1624,86,7730.9,15161.28,23-08-2025
522,Brand Awareness,LinkedIn,23772,1770,236,9837.48,14825.9,01-04-2025
523,Festival Offer,YouTube,46079,1396,42,23150.61,46200.58,23-03-2025
524,Special Discount,LinkedIn,69169,7815,1015,39207.87,66329.63,08-08-2025
525,Winter Sale,LinkedIn,57873,4671,628,19782.5,26574.94,11-07-2025
526,Summer Sale,LinkedIn,6845,465,61,41828.2,80485.47,08-05-2025
527,Retargeting,YouTube,34657,3533,281,16292.52,25909.85,06-06-2025
528,Retargeting,YouTube,26891,804,29,15611.91,35987.73,26-09-2025
529,Brand Awareness,Google Ads,49280,4537,273,17793.91,82301.43,26-03-2025
530,Winter Sale,LinkedIn,57873,1313,97,11991.75,59269.73,12-01-2025
531,Summer Sale,Email,82292,4413,258,18962.98,69633.08,24-11-2025
532,Summer Sale,LinkedIn,38526,3929,390,31533.6,109008.86,25-02-2025
533,Special Discount,Facebook,90664,2136,88,34797.74,96868.11,08-10-2025
534,Summer Sale,Instagram,38126,2705,159,11069.25,42127.49,04-08-2025
535,Festival Offer,Email,91725,3488,443,26495.15,94498.44,23-02-2025
536,New Launch,Email,72054,7329,851,6768.99,11055.44,12-04-2025
537,Brand Awareness,LinkedIn,84823,4968,418,41743.44,204453.31,29-07-2025
538,Valentine Offer,Instagram,43712,2187,85,27858.8,129804.04,01-05-2025
539,Valentine Offer,Google Ads,5358,120,5,45437.12,198736.61,16-02-2025
540,Winter Sale,Email,72070,2055,246,36455.24,169085.3,01-06-2025
541,Summer Sale,Instagram,39619,2693,105,5890.64,10979.37,04-07-2025
542,Summer Sale,Facebook,93705,6997,645,37188.47,58050.99,12-03-2025
543,Mega Sale,Instagram,91947,4631,474,18518.84,53025.28,17-02-2025
544,Valentine Offer,Instagram,53840,3883,209,6577.77,17897.79,17-07-2025
545,New Launch,Google Ads,95426,9743,1155,32793.48,138659.24,23-12-2025
546,Mega Sale,LinkedIn,12686,579,30,21385.36,73669.38,13-08-2025
547,Festival Offer,Email,28758,3078,286,39179.05,138034.14,07-09-2025
548,Brand Awareness,Facebook,19802,2213,276,22593.71,32550.24,27-12-2025
549,Brand Awareness,YouTube,93857,10475,1494,36464.9,74794.71,25-09-2025
550,Brand Awareness,LinkedIn,95209,3464,324,33423.95,71680.76,13-12-2025
551,Mega Sale,Facebook,89070,8086,394,42112.62,139885.83,06-01-2025
552,Festival Offer,Facebook,89331,4357,647,42593.43,188991.75,09-09-2025
553,Winter Sale,YouTube,47026,2913,256,48537.11,67531.27,26-11-2025
554,Mega Sale,Email,54628,4395,371,4862.7,14043.08,15-02-2025
555,Summer Sale,Facebook,70333,5068,475,6816.64,21063.55,26-07-2025
556,Mega Sale,YouTube,59046,1473,186,27905.84,121068.18,23-11-2025
557,Brand Awareness,Instagram,44924,5062,726,11135.71,41776.76,28-01-2025
558,Valentine Offer,LinkedIn,34218,2545,245,28447.39,101132.76,03-12-2025
559,Summer Sale,Instagram,52617,4759,258,5774.41,21387.6,01-07-2025
560,Summer Sale,Google Ads,88055,6544,756,26577.27,102799.95,10-09-2025
561,New Launch,Email,23408,2144,118,13460.18,26173.34,21-04-2025
562,Special Discount,Facebook,64905,7699,425,36122.61,58139.7,21-11-2025
563,Mega Sale,YouTube,93098,3879,511,44695.96,131320.03,10-03-2025
564,Special Discount,YouTube,70382,1442,178,37074.48,122429.57,05-09-2025
565,Festival Offer,Facebook,71628,7830,1166,9682.92,32907.47,18-07-2025
566,Mega Sale,LinkedIn,91182,7096,728,44188.14,123325.83,08-05-2025
567,Festival Offer,Google Ads,40860,2446,248,48554.09,141817.45,31-07-2025
568,Brand Awareness,LinkedIn,83974,10072,914,42310.65,138849.28,11-10-2025
569,Brand Awareness,LinkedIn,87913,5318,364,11275.92,44141.41,09-03-2025
570,New Launch,Instagram,98113,4875,661,27582.08,99850.83,15-10-2025
571,Retargeting,Instagram,67963,6133,767,47191.01,183972.73,05-08-2025
572,Summer Sale,Google Ads,6673,668,33,2238.33,3922.09,17-05-2025
573,Flash Sale,Google Ads,26094,1694,224,13277.49,58283.55,05-10-2025
574,Retargeting,Google Ads,9234,551,73,6021.52,27088.01,28-11-2025
575,Flash Sale,LinkedIn,78566,4756,385,26035.19,110075.95,07-12-2025
576,Brand Awareness,YouTube,11157,1004,79,21411.75,89818.52,28-01-2025
577,Valentine Offer,Google Ads,6699,390,23,31407.52,130891.3,21-11-2025
578,Winter Sale,LinkedIn,97357,7972,1012,29830.88,119505.79,10-04-2025
579,Festival Offer,LinkedIn,43558,4547,317,49189.21,72946.72,21-09-2025
580,Festival Offer,Google Ads,20643,1957,68,21996.88,72921.3,27-10-2025
581,Summer Sale,Google Ads,38425,791,65,23850.24,113586.27,15-06-2025
582,Brand Awareness,Facebook,83234,2497,228,25037,84529.23,29-12-2025
583,Retargeting,Google Ads,46662,5237,382,47892.4,152216.6,01-08-2025
584,Winter Sale,LinkedIn,76182,5922,590,5505.33,11233.92,19-06-2025
585,Retargeting,Email,48393,3922,267,11703.82,47518.58,15-10-2025
586,Mega Sale,YouTube,90105,1946,87,33777.98,97737.79,05-05-2025
587,Special Discount,Instagram,10226,861,73,45880.69,219812.24,04-10-2025
588,Brand Awareness,YouTube,99892,6630,223,45655.46,197414.87,18-09-2025
589,Brand Awareness,YouTube,63400,5255,201,15525.26,57067.86,12-02-2025
590,Winter Sale,LinkedIn,17577,693,88,27127.09,97178.61,19-11-2025
591,Special Discount,LinkedIn,32941,3465,320,41947.59,83106.66,06-02-2025
592,New Launch,Facebook,94921,4417,156,23502.04,57827.2,28-01-2025
593,Flash Sale,Email,28329,1597,189,4451.66,19240.76,18-07-2025
594,New Launch,YouTube,64129,6444,607,22218.23,28087.97,04-01-2025
595,Brand Awareness,YouTube,89072,2817,383,3230.33,14288.9,24-02-2025
596,Valentine Offer,Email,42989,3327,409,5238.76,21521.05,22-07-2025
597,Special Discount,YouTube,91602,2336,312,8659.85,17627.04,01-06-2025
598,Brand Awareness,Facebook,88105,4122,275,34187.16,159785.38,11-10-2025
599,Special Discount,YouTube,77754,2713,144,3046.88,10287.27,08-10-2025
600,Brand Awareness,Google Ads,16157,947,54,37666.53,174526.97,31-07-2025
601,Flash Sale,Google Ads,89663,10190,596,8886.76,18120.05,28-02-2025
602,Retargeting,Email,28770,3323,389,42760.31,189653.66,27-11-2025
603,Winter Sale,LinkedIn,77045,2139,212,33912.58,73000.66,25-10-2025
604,New Launch,Instagram,68857,4087,304,7282.54,26878.38,14-11-2025
605,Flash Sale,LinkedIn,14149,678,60,24807.2,60720.96,27-10-2025
606,Special Discount,Google Ads,24974,2815,374,18860.18,45303.4,03-01-2025
607,Flash Sale,Instagram,46053,2937,201,35897.76,130495.05,10-03-2025
608,Flash Sale,Email,94073,7313,710,23679.57,60695.9,10-10-2025
609,Festival Offer,YouTube,19264,744,104,30724.76,135152.49,11-04-2025
610,Summer Sale,YouTube,39502,3794,566,31704.33,125682.82,20-11-2025
611,Winter Sale,Facebook,9088,1013,104,29366.14,121075.45,10-10-2025
612,Brand Awareness,Email,39159,3009,366,24133.09,100049.75,25-04-2025
613,Special Discount,Instagram,82280,6412,329,23770.36,74628.6,15-09-2025
614,Festival Offer,Email,6388,371,50,34523.92,140767.25,23-03-2025
615,Valentine Offer,Instagram,28480,2888,375,33311.25,162472.13,21-01-2025
616,Winter Sale,Facebook,33681,3791,362,12355.75,27238.96,09-12-2025
617,Summer Sale,Facebook,32102,2763,266,20016.56,93838.18,29-11-2025
618,Flash Sale,LinkedIn,47476,1794,233,48453.63,174799.11,15-05-2025
619,Brand Awareness,YouTube,80842,6075,765,9518.64,35066.35,01-12-2025
620,Retargeting,Email,15202,1362,104,19440.11,90348.32,30-06-2025
621,Festival Offer,Email,50224,4992,642,44471.43,54480.67,26-03-2025
622,Festival Offer,Google Ads,35145,1017,95,32530.37,65183.22,05-07-2025
623,New Launch,Email,83908,3616,446,12286.97,52618.41,12-12-2025
624,Special Discount,Facebook,67759,5279,373,29948.75,109600,05-05-2025
625,Retargeting,Facebook,10655,474,50,30025.04,51401.41,21-10-2025
626,Special Discount,YouTube,24249,713,42,13654.72,25727.44,16-10-2025
627,Flash Sale,Facebook,88574,2076,286,36257.82,134684.43,21-04-2025
628,Special Discount,YouTube,63877,6245,669,43497.82,80390.66,15-03-2025
629,Flash Sale,Google Ads,81368,8348,1035,9912.32,36741.65,18-12-2025
630,New Launch,Facebook,49914,4712,211,12260.88,32672.24,14-04-2025
631,Festival Offer,YouTube,73512,8511,1186,25713.62,71875.25,19-02-2025
632,New Launch,Facebook,28255,2514,94,44009.88,141686.9,04-09-2025
633,Special Discount,YouTube,91427,3963,579,30570.26,132815.02,04-08-2025
634,Valentine Offer,Email,53546,1425,177,22018.86,104941.93,29-06-2025
635,Winter Sale,Facebook,82207,3244,314,7560.27,22780.13,26-05-2025
636,Summer Sale,YouTube,83419,8363,513,10262.03,39968.2,25-09-2025
637,Brand Awareness,Email,20444,1472,45,19376.46,38376.84,05-07-2025
638,Retargeting,Email,18970,695,74,32927.22,71248.06,17-10-2025
639,Winter Sale,Email,52925,6070,464,49598.14,134427.12,10-10-2025
640,Flash Sale,Instagram,78080,5513,348,19140.44,63329.27,23-10-2025
641,Winter Sale,Email,50135,4263,268,42894.95,158937.58,25-12-2025
642,Retargeting,YouTube,26206,934,55,25908.83,108483.08,23-12-2025
643,New Launch,Google Ads,94727,2746,164,20066.08,72565.59,30-08-2025
644,New Launch,YouTube,83675,8806,444,4139.94,8456.77,20-01-2025
645,Retargeting,Instagram,99960,8295,1201,49237.96,173961.12,31-12-2025
646,Winter Sale,LinkedIn,83311,2607,167,32374.27,92852.44,23-09-2025
647,Winter Sale,YouTube,42487,2444,90,39414.01,123763.22,28-03-2025
648,Festival Offer,Facebook,93345,2456,257,12723.57,15282.17,22-05-2025
649,Retargeting,Facebook,57354,4039,463,20362.01,69782.74,27-12-2025
650,Mega Sale,Instagram,13993,463,48,14940.2,65036.28,27-06-2025
651,Special Discount,YouTube,41242,2677,390,48189.8,141103.79,03-01-2025
652,Retargeting,Instagram,39223,1500,149,25805.67,85747,24-06-2025
653,Mega Sale,Instagram,20336,2050,192,47878.76,216853.9,22-12-2025
654,Valentine Offer,LinkedIn,63034,4349,625,38728.39,157949.81,24-08-2025
655,Winter Sale,LinkedIn,81916,2086,185,6697.15,9755.78,26-12-2025
656,Retargeting,Facebook,35137,3979,280,21208.87,53907.98,25-12-2025
657,Brand Awareness,Facebook,39517,1806,127,5557.46,20896.34,11-10-2025
658,Flash Sale,Google Ads,28394,2518,235,18323.36,84258.17,16-12-2025
659,Flash Sale,Google Ads,29925,2641,181,12508.21,26515.09,28-04-2025
660,New Launch,Facebook,31577,1653,207,18445.34,76731.99,13-12-2025
661,Summer Sale,Email,91956,9910,310,38447.97,125248.15,10-07-2025
662,Mega Sale,Instagram,86352,6894,710,45007.94,204684.93,09-09-2025
663,Festival Offer,Facebook,28969,2672,223,20496.1,83022.4,27-09-2025
664,Festival Offer,Email,60466,5127,706,2595.57,6540.05,03-03-2025
665,Winter Sale,Email,96520,10420,1254,16466.91,20287.08,25-10-2025
666,Retargeting,Instagram,18205,1030,76,31026.13,67849.89,02-05-2025
667,Special Discount,Google Ads,40311,2736,395,17811.73,33822.19,03-08-2025
668,Festival Offer,YouTube,96843,8035,614,42861.98,96979.18,09-03-2025
669,Winter Sale,YouTube,80483,7228,450,40895.34,161090.78,10-08-2025
670,Valentine Offer,Facebook,54923,2704,155,40201.84,161067.05,01-04-2025
671,Retargeting,YouTube,60249,5296,295,49782.53,220421.2,11-06-2025
672,Special Discount,Facebook,68782,3832,242,28544.78,95846.84,20-12-2025
673,New Launch,Email,26409,773,50,40877.09,123074.78,21-06-2025
674,Flash Sale,Instagram,39048,2258,251,28457.15,134915.62,11-01-2025
675,Winter Sale,YouTube,58970,2172,244,43501.06,211408.32,22-10-2025
676,Brand Awareness,LinkedIn,90179,10624,675,48989.28,111769.69,19-09-2025
677,Mega Sale,Instagram,68896,7723,985,22899.58,34302.39,26-08-2025
678,Brand Awareness,Email,87799,4128,567,9211.2,39325.61,20-11-2025
679,Brand Awareness,Google Ads,85256,8336,1119,45446.58,68198.29,10-06-2025
680,Flash Sale,Email,46533,3316,462,14106.15,51482.49,05-07-2025
681,Festival Offer,LinkedIn,81928,9015,1117,9198.59,40896.98,01-05-2025
682,New Launch,Facebook,91772,5957,259,11318,30657.9,31-08-2025
683,New Launch,Facebook,76884,1977,65,38775.75,123738.64,15-05-2025
684,Flash Sale,Google Ads,86015,4264,213,33086.8,151034.33,07-05-2025
685,Summer Sale,Facebook,42247,4474,263,7432.58,32602.03,06-12-2025
686,Retargeting,Instagram,51771,3699,552,24331.58,119344.69,08-10-2025
687,Mega Sale,Email,63306,2372,347,9674.8,33579.49,26-09-2025
688,Winter Sale,Facebook,88858,10522,949,45537.23,137990.39,15-08-2025
689,Summer Sale,YouTube,45352,3903,328,13730.55,32315.91,11-03-2025
690,Valentine Offer,Email,50073,3350,340,27219.85,103803.6,03-06-2025
691,Retargeting,Instagram,6197,563,53,30253.18,127901.85,07-04-2025
692,Special Discount,Email,58967,5771,620,20342.85,37032.61,23-04-2025
693,Mega Sale,LinkedIn,39469,1113,141,31640.83,100083.69,17-12-2025
694,Special Discount,Google Ads,40633,1978,225,37403.42,159842.5,05-02-2025
695,Valentine Offer,Instagram,28908,1137,108,6407.46,18775.8,25-12-2025
696,Retargeting,Facebook,86625,9792,677,16711.54,29715.91,06-04-2025
697,Summer Sale,Google Ads,18405,945,62,7126.92,20425.63,16-02-2025
698,Valentine Offer,Instagram,24750,555,79,11642.22,32562.4,26-08-2025
699,Festival Offer,Facebook,96348,2445,242,4930.93,19980.94,17-05-2025
700,Flash Sale,Email,56435,1712,190,24037.19,46399.73,07-01-2025
701,Summer Sale,Google Ads,20985,1438,141,38790.04,111841.44,24-08-2025
702,Flash Sale,Instagram,17315,1413,95,24168.45,91585.88,23-03-2025
703,Flash Sale,Google Ads,87465,2440,354,26525.39,57363.5,04-07-2025
704,Summer Sale,Google Ads,11827,682,34,12562.33,35800.31,22-05-2025
705,Summer Sale,YouTube,81637,2612,280,39668.05,48947.73,20-12-2025
706,Winter Sale,Google Ads,67294,6984,819,8594.61,35487.39,13-09-2025
707,Summer Sale,Facebook,16980,1743,210,17582.68,85885.7,02-07-2025
708,Retargeting,LinkedIn,89485,4310,238,7165.55,14934.18,27-06-2025
709,Festival Offer,Instagram,62503,7256,414,2046.29,5393.04,21-01-2025
710,Valentine Offer,Google Ads,68609,7160,662,28392.21,92626.45,18-10-2025
711,Mega Sale,YouTube,29461,2815,262,16860.36,50242.19,24-03-2025
712,Retargeting,Instagram,14027,1367,80,23019.83,99302.72,21-08-2025
713,Summer Sale,YouTube,5094,498,54,25791.93,102855.62,06-07-2025
714,Retargeting,Email,86290,5637,497,36329.17,134472.41,08-04-2025
715,Flash Sale,Instagram,73690,7069,721,38520.97,68786.89,29-07-2025
716,Summer Sale,Google Ads,89004,7056,324,5716.56,21172.91,02-04-2025
717,Mega Sale,LinkedIn,9099,387,17,24783.14,39039.98,18-07-2025
